"","cancertype","Gene","n_ESig3","n_ESig4","p_ks.test","median_ESig3","median_ESig4","p_fisher","p_ks_adj","p_fisher_adj","significant_ks","significant_fisher","direction_ks","direction_fisher","logP_direction_ks","logP_direction_fisher","color_ks","color_fisher","n_sample","Pathway","cancertype_new"
"26","All","NIPBL",238,156,3.66373598126302e-15,0.676726599136588,0.939229306759018,4.13684523127061e-05,1e-05,0.000202773233467199,1,1,"""sig4""^""HI""","""sig3""^""HI""",5,-3.69298937342497,"black","black",2523,"Chromatin other","All"
"27","All","PTPRD",164,96,9.05534758288695e-10,0.722583494545101,0.981665954379567,2.90371865833282e-05,1e-05,0.000149691703248537,1,1,"""sig4""^""HI""","""sig3""^""HI""",5,-3.82480227001922,"black","black",2523,"Other signaling","All"
"28","All","BRAF",560,630,0,0.766710702691371,0.978387159178022,0.0445933078017763,1e-05,0.0770716707094284,1,0,"""sig4""^""HI""","""sig4""^""HI""",5,1.11310522655932,"black","grey",2523,"MAPK signaling","All"
"29","All","CTCF",225,162,0,0.72413494700882,1,0.00156823534735717,1e-05,0.00473638756424034,1,1,"""sig4""^""HI""","""sig3""^""HI""",5,-2.32455276782983,"black","black",2523,"Chromatin other","All"
"30","All","MGA",270,166,0,0.708665264030796,0.989472721405381,6.96672745041467e-07,1e-05,4.95964644684282e-06,1,1,"""sig4""^""HI""","""sig3""^""HI""",5,-5.30454928150535,"black","black",2523,"Transcription factor","All"
"31","All","COL5A1",136,99,2.75850320363702e-08,0.727545448946894,1,0.0185737189211217,1e-05,0.0371397733979957,1,1,"""sig4""^""HI""","""sig3""^""HI""",5,-1.430160750362,"black","black",2523,"Other","All"
"32","All","KRAS",2040,2720,0,0.80932740481565,0.9874007758062,1.30851515592805e-23,1e-05,1e-05,1,1,"""sig4""^""HI""","""sig4""^""HI""",5,5,"black","black",2523,"MAPK signaling","All"
"33","All","CHD3",190,110,1.22124532708767e-15,0.68097303783068,1,4.40549365873512e-06,1e-05,2.69646490339862e-05,1,1,"""sig4""^""HI""","""sig3""^""HI""",5,-4.56920522802166,"black","black",2523,"Chromatin other","All"
"34","All","CHD4",412,332,0,0.721397215302646,0.973527466457343,0.00366356637182847,1e-05,0.00978041379622065,1,1,"""sig4""^""HI""","""sig3""^""HI""",5,-2.00964277040528,"black","black",2523,"Chromatin other","All"
"35","All","NSD1",366,189,0,0.707589747915655,0.981278897140471,4.41576415691589e-14,1e-05,1e-05,1,1,"""sig4""^""HI""","""sig3""^""HI""",5,-5,"black","black",2523,"Chromatin histone modifiers","All"
"36","All","PBRM1",432,292,0,0.72092423056018,0.997776605612772,2.06230362302095e-07,1e-05,1.62270732442964e-06,1,1,"""sig4""^""HI""","""sig3""^""HI""",5,-5.78975980355467,"black","black",2523,"Chromatin SWI/SNF complex","All"
"37","All","CREBBP",286,162,7.70383756787396e-13,0.773876554707181,1,4.73795903348559e-09,1e-05,1e-05,1,1,"""sig4""^""HI""","""sig3""^""HI""",5,-5,"black","black",2523,"Chromatin histone modifiers","All"
"38","All","CTNNB1",770,870,0,0.663914333696581,0.994008881832683,0.013952535226034,1e-05,0.0295872910112352,1,1,"""sig4""^""HI""","""sig4""^""HI""",5,1.52889479667546,"black","black",2523,"Wnt/B-catenin signaling","All"
"39","All","NCOR1",224,184,0,0.682476373964899,0.987535371673702,0.053057757761175,1e-05,0.0891251099471423,1,0,"""sig4""^""HI""","""sig3""^""HI""",5,-1.04999992138235,"black","grey",2523,"Chromatin histone modifiers","All"
"40","All","TET2",86,57,1.60637586565926e-08,0.636684859352455,0.962754980974022,0.0188356446814466,1e-05,0.0372970712566393,1,1,"""sig4""^""HI""","""sig3""^""HI""",5,-1.42832526971996,"black","black",2523,NA,"All"
"41","All","ATM",755,490,0,0.692591733243658,0.984227832191815,4.67815604885168e-14,1e-05,1e-05,1,1,"""sig4""^""HI""","""sig3""^""HI""",5,-5,"black","black",2523,"Genome integrity","All"
"42","All","SPTAN1",112,77,1.70286118539309e-10,0.688707189181901,1,0.013126931316858,1e-05,0.028441684519859,1,1,"""sig4""^""HI""","""sig3""^""HI""",5,-1.54604468515696,"black","black",2523,"Other","All"
"43","All","TAF1",91,58,4.36305706497109e-06,0.695758783299786,0.958079269559945,0.00849915393624996,8.81455447585376e-06,0.0193988322667079,1,1,"""sig4""^""HI""","""sig3""^""HI""",5.05479963385451,-1.71222441210012,"black","black",2523,"Transcription factor","All"
"44","All","MAP3K1",364,200,0,0.742235862456808,0.992833018830503,4.37842060411855e-12,1e-05,1e-05,1,1,"""sig4""^""HI""","""sig3""^""HI""",5,-5,"black","black",2523,"Other signaling","All"
"45","All","MED12",112,53,1.63251959728328e-08,0.675160824196015,0.986415671820736,5.01799263882452e-06,1e-05,2.94192117452653e-05,1,1,"""sig4""^""HI""","""sig3""^""HI""",5,-4.53136896788544,"black","black",2523,"Transcription factor","All"
"46","All","PDGFRA",121,61,2.86137780136642e-12,0.666583178311488,0.988722480540499,1.01612415247911e-05,1e-05,5.52402039256825e-05,1,1,"""sig4""^""HI""","""sig3""^""HI""",5,-4.2577447268415,"black","black",2523,"RTK signaling","All"
"47","All","SETD2",780,468,0,0.670370284012234,0.968606365201438,6.36459067946145e-19,1e-05,1e-05,1,1,"""sig4""^""HI""","""sig3""^""HI""",5,-5,"black","black",2523,"Histone modification","All"
"48","All","ARHGAP35",288,186,0,0.730199192864494,0.971079202048828,3.11185824730798e-06,1e-05,1.97967152328742e-05,1,1,"""sig4""^""HI""","""sig3""^""HI""",5,-4.70340686401024,"black","black",2523,"Other signaling","All"
"49","All","ATR",300,138,0,0.76558460571848,0.960525093799918,6.52171469377256e-15,1e-05,1e-05,1,1,"""sig4""^""HI""","""sig3""^""HI""",5,-5,"black","black",2523,"Genome integrity","All"
"50","All","STAG2",285,171,0,0.696262398893797,0.955747088038128,1.00231855037747e-07,1e-05,1e-05,1,1,"""sig4""^""HI""","""sig3""^""HI""",5,-5,"black","black",2523,"Genome integrity","All"
"51","All","CDH1",231,189,3.370638212985e-10,0.782540295968123,0.979441400283084,0.0450115197080043,1e-05,0.0773473815672028,1,0,"""sig4""^""HI""","""sig3""^""HI""",5,-1.11155438384132,"black","grey",2523,"Other signaling","All"
"52","All","CHD8",113,59,2.34350663430583e-07,0.670268310023727,0.956375501732885,4.60986350804483e-05,1e-05,0.000222314385307323,1,1,"""sig4""^""HI""","""sig3""^""HI""",5,-3.65303243447843,"black","black",2523,"Chromatin other","All"
"53","All","MTOR",246,118,6.54254428411605e-13,0.679318424242339,0.987850353509848,1.65544593083364e-11,1e-05,1e-05,1,1,"""sig4""^""HI""","""sig3""^""HI""",5,-5,"black","black",2523,"PI3K signaling","All"
"54","All","DICER1",90,45,3.77591500289043e-08,0.66976423239819,0.979674182364445,0.000132896934883588,1e-05,0.0005836544975313,1,1,"""sig4""^""HI""","""sig3""^""HI""",5,-3.23384416353645,"black","black",2523,"RNA abundance","All"
"55","All","ARID5B",71,39,0.000183141047830682,0.701455785513829,0.944827870479649,0.00293348256680854,0.000292829803750663,0.0079737389770523,1,1,"""sig4""^""HI""","""sig3""^""HI""",3.53338472356398,-2.09833798521253,"black","black",2523,"Chromatin histone modifiers","All"
"56","All","EP300",648,372,0,0.739699400610347,0.933856016155195,3.55579040636194e-18,1e-05,1e-05,1,1,"""sig4""^""HI""","""sig3""^""HI""",5,-5,"black","black",2523,"Chromatin histone modifiers","All"
"57","All","FGFR2",246,141,0,0.722480129129131,0.928234607772986,1.01063622948788e-07,1e-05,1e-05,1,1,"""sig4""^""HI""","""sig3""^""HI""",5,-5,"black","black",2523,"RTK signaling","All"
"58","All","KANSL1",249,126,3.33066907387547e-15,0.651726096959207,0.98618076451577,1.96446146959637e-10,1e-05,1e-05,1,1,"""sig4""^""HI""","""sig3""^""HI""",5,-5,"black","black",2523,"Chromatin histone modifiers","All"
"59","All","GATA3",130,102,7.3186653284929e-05,0.800726877638209,0.943109551973818,0.0758396492727734,0.00012225033146477,0.119979127685499,1,0,"""sig4""^""HI""","""sig3""^""HI""",3.91274995467367,-0.920894299947752,"black","grey",2523,"Transcription factor","All"
"60","All","KIF1A",81,65,2.94181851632214e-05,0.743442544846067,0.962754980974022,0.214095618404529,5.20475583656994e-05,0.297742278618391,1,0,"""sig4""^""HI""","""sig3""^""HI""",4.28359963912512,-0.526159492303308,"black","grey",2523,"Other","All"
"61","All","ZMYM3",77,43,1.47963731260692e-05,0.696073051105241,0.951123544937827,0.00243731975601804,2.68128216042102e-05,0.00687508119857919,1,1,"""sig4""^""HI""","""sig3""^""HI""",4.57165748133008,-2.1627221682051,"black","black",2523,"Chromatin histone modifiers","All"
"62","All","JAK1",81,41,6.87212225125577e-05,0.721850903312684,1,0.000369411791262262,0.000116088392831948,0.00136363118009156,1,1,"""sig4""^""HI""","""sig3""^""HI""",3.93521120128673,-2.86530307697461,"black","black",2523,"RTK signaling","All"
"63","All","PTCH1",166,104,8.10462807976364e-15,0.704134341064614,0.996677166000926,0.000191071014048652,1e-05,0.000782605934254068,1,1,"""sig4""^""HI""","""sig3""^""HI""",5,-3.10645686330472,"black","black",2523,"Wnt/B-catenin signaling","All"
"64","All","ARID2",654,498,0,0.757443681366698,0.962754980974022,4.41895586175694e-06,1e-05,2.69646490339862e-05,1,1,"""sig4""^""HI""","""sig3""^""HI""",5,-4.56920522802166,"black","black",2523,"Chromatin SWI/SNF complex","All"
"65","All","MSH6",70,32,5.91357275303572e-06,0.712734891334746,1,0.000212372598777359,1.17267780752201e-05,0.000846658760459071,1,1,"""sig4""^""HI""","""sig3""^""HI""",4.93082129362691,-3.07229159357811,"black","black",2523,"Genome integrity","All"
"66","All","POLQ",114,65,1.04317576798962e-09,0.672329413355575,0.964188064074941,0.000306027433874635,1e-05,0.00114377753410645,1,1,"""sig4""^""HI""","""sig3""^""HI""",5,-2.94165843804763,"black","black",2523,"Genome integrity","All"
"67","All","WHSC1",88,37,0.000189639436951383,0.716951681872636,0.933729252322217,5.78325249197872e-06,0.000301607402385444,3.26262734924837e-05,1,1,"""sig4""^""HI""","""sig3""^""HI""",3.52055800373164,-4.4864325276241,"black","black",2523,"Chromatin histone modifiers","All"
"68","All","INPPL1",138,86,6.13335937593718e-10,0.742580027341286,0.957225363472621,0.000617556806572698,1e-05,0.00222469259235225,1,1,"""sig4""^""HI""","""sig3""^""HI""",5,-2.65272999127566,"black","black",2523,"PI3K signaling","All"
"69","All","KDM5C",142,70,3.29042015856373e-10,0.695700553503646,0.974805508142361,8.42745258963565e-07,1e-05,5.86001935883967e-06,1,1,"""sig4""^""HI""","""sig3""^""HI""",5,-5.23210094926803,"black","black",2523,"Chromatin histone modifiers","All"
"70","All","PDS5B",71,50,6.63819342272554e-07,0.698319266415867,1,0.0684841750009323,1.48120883089174e-06,0.110685234190696,1,0,"""sig4""^""HI""","""sig3""^""HI""",5.82938370737326,-0.95591031170684,"black","grey",2523,"Genome integrity","All"
"71","All","AMER1",162,132,3.5527136788005e-15,0.751442000036079,0.990853621177894,0.0902959990639074,1e-05,0.138453865231325,1,0,"""sig4""^""HI""","""sig3""^""HI""",5,-0.858694915503789,"black","grey",2523,"Wnt/B-catenin signaling","All"
"72","All","FBXW7",1001,869,0,0.735524803128791,0.980392156862745,0.00229466466719784,1e-05,0.00656522709210049,1,1,"""sig4""^""HI""","""sig3""^""HI""",5,-2.18275024700933,"black","black",2523,"Protein homeostasis/ubiquitination","All"
"73","All","NOTCH2",95,65,6.61761302311881e-07,0.713011924786016,0.979755511227047,0.0215055507564961,1.48120883089174e-06,0.0420271874260937,1,1,"""sig4""^""HI""","""sig3""^""HI""",5.82938370737326,-1.37646967319226,"black","black",2523,NA,"All"
"74","All","SMARCA4",360,264,0,0.759147091594799,0.997348338132849,0.0001346894994303,1e-05,0.0005836544975313,1,1,"""sig4""^""HI""","""sig3""^""HI""",5,-3.23384416353645,"black","black",2523,"Chromatin SWI/SNF complex","All"
"75","All","SMC1A",112,88,9.24624511400296e-08,0.655878373911417,0.947808541238187,0.103412929268384,1e-05,0.154602329256234,1,0,"""sig4""^""HI""","""sig3""^""HI""",5,-0.810783967238463,"black","grey",2523,"Genome integrity","All"
"76","All","ZMYM2",56,29,0.000643645450088992,0.672513377056167,0.991089209657959,0.00450060211346948,0.000929710094572988,0.0116711173526464,1,1,"""sig4""^""HI""","""sig3""^""HI""",3.03165245354837,-1.93288756410378,"black","black",2523,"Transcription factor","All"
"77","All","PIK3CG",107,59,1.40157680905695e-07,0.746007523723569,0.977495729676801,0.000239628394015957,1e-05,0.000930505062477547,1,1,"""sig4""^""HI""","""sig3""^""HI""",5,-3.03128125971744,"black","black",2523,NA,"All"
"78","All","EPHA3",97,82,2.15544249115851e-11,0.680052396559977,1,0.295068942202848,1e-05,0.388659091271593,1,0,"""sig4""^""HI""","""sig3""^""HI""",5,-0.410431169093428,"black","grey",2523,NA,"All"
"79","All","RASA1",312,192,0,0.715544021508442,0.932910308033004,9.62550049119224e-08,1e-05,1e-05,1,1,"""sig4""^""HI""","""sig3""^""HI""",5,-5,"black","black",2523,"RTK signaling","All"
"80","All","SCAF4",160,84,4.91828799908944e-14,0.670643335011319,0.994639970209536,1.28113911113224e-06,1e-05,8.70592259610318e-06,1,1,"""sig4""^""HI""","""sig3""^""HI""",5,-5.0601851984507,"black","black",2523,"RNA abundance","All"
"81","All","CTNND1",144,76,4.96182317455407e-10,0.709769102957138,0.980834794633333,5.24492449385568e-06,1e-05,3.01583158396702e-05,1,1,"""sig4""^""HI""","""sig3""^""HI""",5,-4.52059291485665,"black","black",2523,"Wnt/B-catenin signaling","All"
"82","All","NOTCH1",486,456,0,0.763539795493455,0.98042964199612,0.343235996262984,1e-05,0.43146564817196,1,0,"""sig4""^""HI""","""sig3""^""HI""",5,-0.365053775622555,"black","grey",2523,"NOTCH signaling","All"
"83","All","RET",62,49,6.35388612235666e-06,0.74701249080648,0.99111935915099,0.254432216486154,1.24987628327937e-05,0.347375491914886,1,0,"""sig4""^""HI""","""sig3""^""HI""",4.90313297271047,-0.459200825214156,"black","grey",2523,"RTK signaling","All"
"84","All","TSC1",136,54,5.07417741157923e-09,0.664713056094652,0.990066211846201,2.33430942084142e-09,1e-05,1e-05,1,1,"""sig4""^""HI""","""sig3""^""HI""",5,-5,"black","black",2523,"TOR signaling","All"
"85","All","CACNA1A",117,79,8.63828947594847e-06,0.725504561806929,0.940967839753319,0.00801680977570552,1.63471427424594e-05,0.0184386624841227,1,1,"""sig4""^""HI""","""sig3""^""HI""",4.78655814512127,-1.73427058527981,"black","black",2523,"Other","All"
"86","All","CDKN2A",670,820,0,0.866611302147686,1,0.00010359067266268,1e-05,0.000469297138274868,1,1,"""sig4""^""HI""","""sig4""^""HI""",5,3.32855209406201,"black","black",2523,"Cell cycle","All"
"87","All","DIAPH2",69,35,1.08359940806935e-05,0.701788681653325,1,0.00110434386769096,2.01239890070022e-05,0.00358911756999562,1,1,"""sig4""^""HI""","""sig3""^""HI""",4.69628592858539,-2.44501231509556,"black","black",2523,"Other signaling","All"
"88","All","SOS1",116,90,1.13246859223537e-07,0.684516307396901,0.985087415808149,0.081081369381501,1e-05,0.126267340859733,1,0,"""sig4""^""HI""","""sig3""^""HI""",5,-0.898708965506059,"black","grey",2523,"Other signaling","All"
"89","All","CIC",124,88,2.57797572178475e-08,0.757572537203869,1,0.0159509901815761,1e-05,0.0331204587798004,1,1,"""sig4""^""HI""","""sig3""^""HI""",5,-1.4799036560612,"black","black",2523,"Transcription factor","All"
"90","All","EGFR",472,316,0,0.785265459764417,0.96625325048808,2.80209794157318e-08,1e-05,1e-05,1,1,"""sig4""^""HI""","""sig3""^""HI""",5,-5,"black","black",2523,"RTK signaling","All"
"91","All","KIT",248,168,0,0.625754534232827,0.951795947282407,0.000100419357707412,1e-05,0.000461929045454095,1,1,"""sig4""^""HI""","""sig3""^""HI""",5,-3.3354247290636,"black","black",2523,"RTK signaling","All"
"92","All","CSDE1",47,28,0.00157025308273406,0.704696122380353,0.952355505235456,0.0369087671732766,0.00211489041323191,0.0672909840537177,1,0,"""sig4""^""HI""","""sig3""^""HI""",2.67471213143868,-1.1720431205906,"black","grey",2523,"RNA abundance","All"
"93","All","KDM6A",483,427,0,0.745437205646426,0.98618665903235,0.0673879287253032,1e-05,0.109505384178618,1,0,"""sig4""^""HI""","""sig3""^""HI""",5,-0.960564526836859,"black","grey",2523,"Histone modification","All"
"94","All","RB1",1260,1106,0,0.751330690684271,1,0.00151864177611928,1e-05,0.00463340705162923,1,1,"""sig4""^""HI""","""sig3""^""HI""",5,-2.33409954471137,"black","black",2523,"Cell cycle","All"
"95","All","RNF43",210,156,1.36002320516582e-13,0.747295736325184,0.977285141202919,0.00547083224950186,1e-05,0.0136314903550088,1,1,"""sig4""^""HI""","""sig3""^""HI""",5,-1.86545665938378,"black","black",2523,"Wnt/B-catenin signaling","All"
"96","All","MET",150,78,0,0.643687695371731,0.996513825411477,2.10372629640866e-06,1e-05,1.39780925028042e-05,1,1,"""sig4""^""HI""","""sig3""^""HI""",5,-4.85455208982267,"black","black",2523,"RTK signaling","All"
"97","All","SPOP",144,132,1.62203583897735e-13,0.742148125539353,0.958032865045835,0.507581281470308,1e-05,0.604648618165825,1,0,"""sig4""^""HI""","""sig3""^""HI""",5,-0.218496935305355,"black","grey",2523,"Protein homeostasis/ubiquitination","All"
"98","All","STK11",96,99,0.00375309478118291,0.838879175716137,1,0.88608939696471,0.00473491704461473,0.932889893283269,1,0,"""sig4""^""HI""","""sig4""^""HI""",2.32468762540024,0.0301696119462658,"black","grey",2523,"TOR signaling","All"
"99","All","ATF7IP",134,102,1.11022302462516e-16,0.673791193809915,0.995313387997057,0.043208530713229,1e-05,0.0759961804897381,1,0,"""sig4""^""HI""","""sig3""^""HI""",5,-1.11920823448124,"black","grey",2523,"Chromatin other","All"
"100","All","CARD11",82,59,2.91981359312743e-07,0.717665838687416,0.952388344170834,0.0634151770033847,1e-05,0.104757668088464,1,0,"""sig4""^""HI""","""sig3""^""HI""",5,-0.979814177558604,"black","grey",2523,"NFKB signaling","All"
"101","All","PPP2R1A",150,93,4.02743833727293e-07,0.747891549624159,0.944756628413138,0.000305950902556884,1e-05,0.00114377753410645,1,1,"""sig4""^""HI""","""sig3""^""HI""",5,-2.94165843804763,"black","black",2523,"PI3K signaling","All"
"102","All","SETBP1",106,77,1.74061326463359e-08,0.72771670261817,0.989066044176265,0.0380628463828948,1e-05,0.0689744913241548,1,0,"""sig4""^""HI""","""sig3""^""HI""",5,-1.16131149368933,"black","grey",2523,NA,"All"
"103","All","LATS1",66,34,0.0001350668765987,0.655470879139029,0.957200467099474,0.00178379849072334,0.000219483674472888,0.00533355748726279,1,1,"""sig4""^""HI""","""sig3""^""HI""",3.65859777769985,-2.27298301954455,"black","black",2523,"Other signaling","All"
"104","All","MYH9",104,68,3.87842313820386e-10,0.688458016224323,0.998037815673674,0.00740062329080962,1e-05,0.017423514676788,1,1,"""sig4""^""HI""","""sig3""^""HI""",5,-1.75886423447354,"black","black",2523,"Other","All"
"105","All","RBM10",153,99,0,0.763736641136275,1,0.000799923204318336,1e-05,0.0027179208873998,1,1,"""sig4""^""HI""","""sig3""^""HI""",5,-2.5657631887609,"black","black",2523,"RNA abundance","All"
"106","All","SMARCA1",50,38,2.05039891728598e-05,0.655221810812296,0.927276845975042,0.240657378527818,3.67107351058987e-05,0.33007594577898,1,0,"""sig4""^""HI""","""sig3""^""HI""",4.43520691897629,-0.481386123643314,"black","grey",2523,"Chromatin SWI/SNF complex","All"
"107","All","ACVR2A",183,129,2.70393635926069e-07,0.726585598103689,0.941866695978346,0.00261178928668163,1e-05,0.00729836445530661,1,1,"""sig4""^""HI""","""sig3""^""HI""",5,-2.13677445325193,"black","black",2523,"TGFB signaling","All"
"108","All","MAP3K4",75,38,5.53343032458908e-05,0.689266544914239,1,0.000637844757574644,9.50859578765595e-05,0.00224371273546845,1,1,"""sig4""^""HI""","""sig3""^""HI""",4.02188361415621,-2.64903274696443,"black","black",2523,"MAPK signaling","All"
"109","All","MUC6",75,40,0.0288778065975895,0.733362326497969,0.992643082394791,0.00140715531932722,0.0334222157253325,0.00442883621556672,1,1,"""sig4""^""HI""","""sig3""^""HI""",1.4759647619415,-2.35371038022344,"black","black",2523,"Other","All"
"110","All","ERBB3",384,248,0,0.757319535384094,0.993373211353507,6.62096177972446e-08,1e-05,1e-05,1,1,"""sig4""^""HI""","""sig3""^""HI""",5,-5,"black","black",2523,"RTK signaling","All"
"111","All","FAM46D",50,25,0.000243550522399882,0.664293092455925,1,0.00521730929643405,0.00037731402174904,0.0132201311833371,1,1,"""sig4""^""HI""","""sig3""^""HI""",3.4232970552414,-1.87876423532566,"black","black",2523,"RNA abundance","All"
"112","All","KEAP1",325,245,0,0.754410237032092,1,0.000900243058334014,1e-05,0.00295794147738319,1,1,"""sig4""^""HI""","""sig3""^""HI""",5,-2.52901042273296,"black","black",2523,"Other signaling","All"
"113","All","PLCG1",57,33,0.000179964919173825,0.705964451026047,0.943969500639511,0.0148374831487893,0.000289298445338568,0.031023828402014,1,1,"""sig4""^""HI""","""sig3""^""HI""",3.53865390020164,-1.50830461041418,"black","black",2523,"RTK signaling","All"
"114","All","TSC2",51,53,0.000772677104931341,0.748008822115877,0.972844564700282,0.92192223272581,0.0010897662942192,0.95382265600352,1,0,"""sig4""^""HI""","""sig4""^""HI""",2.96266662867726,0.0205323660492967,"black","grey",2523,"TOR signaling","All"
"115","All","DDX3X",114,70,2.79626734878136e-07,0.732080810012365,0.983144426504832,0.00144674496907811,1e-05,0.00450600776827453,1,1,"""sig4""^""HI""","""sig3""^""HI""",5,-2.34620806389584,"black","black",2523,"RNA abundance","All"
"116","All","DHX9",70,30,6.77622148348433e-06,0.648562404207291,1,7.80879420298427e-05,1.32424197618419e-05,0.000364817104170671,1,1,"""sig4""^""HI""","""sig3""^""HI""",4.87803264985129,-3.43792480830195,"black","black",2523,"RNA abundance","All"
